#version: AntiShare
#This file is used for mapping common names to Material enum entries
#item,material name
doublewoodenstoneslab,DOUBLE_STEP
dwoodenstoneslab,DOUBLE_STEP
doublewoodstoneslab,DOUBLE_STEP
dwoodstoneslab,DOUBLE_STEP
doublewstoneslab,DOUBLE_STEP
dwstoneslab,DOUBLE_STEP
woodenstonedoublehalfblock,DOUBLE_STEP
woodenstonedhalfblock,DOUBLE_STEP
woodstonedoublehalfblock,DOUBLE_STEP
woodstonedhalfblock,DOUBLE_STEP
wstonedoublehalfblock,DOUBLE_STEP
wstonedhalfblock,DOUBLE_STEP
doublewoodenstonehalfblock,DOUBLE_STEP
dwoodenstonehalfblock,DOUBLE_STEP
doublewoodstonehalfblock,DOUBLE_STEP
dwoodstonehalfblock,DOUBLE_STEP
doublewstonehalfblock,DOUBLE_STEP
dwstonehalfblock,DOUBLE_STEP
cobblestonedoublestep,DOUBLE_STEP
cobblestonedstep,DOUBLE_STEP
cobbledoublestep,DOUBLE_STEP
cobbledstep,DOUBLE_STEP
cstonedoublestep,DOUBLE_STEP
cstonedstep,DOUBLE_STEP
csdoublestep,DOUBLE_STEP
csdstep,DOUBLE_STEP
doublecobblestonestep,DOUBLE_STEP
dcobblestonestep,DOUBLE_STEP
doublecobblestep,DOUBLE_STEP
dcobblestep,DOUBLE_STEP
doublecstonestep,DOUBLE_STEP
dcstonestep,DOUBLE_STEP
doublecsstep,DOUBLE_STEP
dcsstep,DOUBLE_STEP
cobblestonedoubleslab,DOUBLE_STEP
cobblestonedslab,DOUBLE_STEP
cobbledoubleslab,DOUBLE_STEP
cobbledslab,DOUBLE_STEP
cstonedoubleslab,DOUBLE_STEP
cstonedslab,DOUBLE_STEP
csdoubleslab,DOUBLE_STEP
csdslab,DOUBLE_STEP
doublecobblestoneslab,DOUBLE_STEP
dcobblestoneslab,DOUBLE_STEP
doublecobbleslab,DOUBLE_STEP
dcobbleslab,DOUBLE_STEP
doublecstoneslab,DOUBLE_STEP
dcstoneslab,DOUBLE_STEP
doublecsslab,DOUBLE_STEP
dcsslab,DOUBLE_STEP
cobblestonedoublehalfblock,DOUBLE_STEP
cobblestonedhalfblock,DOUBLE_STEP
cobbledoublehalfblock,DOUBLE_STEP
cobbledhalfblock,DOUBLE_STEP
cstonedoublehalfblock,DOUBLE_STEP
cstonedhalfblock,DOUBLE_STEP
csdoublehalfblock,DOUBLE_STEP
csdhalfblock,DOUBLE_STEP
doublecobblestonehalfblock,DOUBLE_STEP
dcobblestonehalfblock,DOUBLE_STEP
doublecobblehalfblock,DOUBLE_STEP
dcobblehalfblock,DOUBLE_STEP
doublecstonehalfblock,DOUBLE_STEP
dcstonehalfblock,DOUBLE_STEP
doublecshalfblock,DOUBLE_STEP
dcshalfblock,DOUBLE_STEP
brickdoublestep,DOUBLE_STEP
brickdstep,DOUBLE_STEP
bdoublestep,DOUBLE_STEP
bdstep,DOUBLE_STEP
brickdoubleslab,DOUBLE_STEP
brickdslab,DOUBLE_STEP
bdoubleslab,DOUBLE_STEP
bdslab,DOUBLE_STEP
doublebrickstep,DOUBLE_STEP
dbrickstep,DOUBLE_STEP
doublebstep,DOUBLE_STEP
dbstep,DOUBLE_STEP
doublebrickslab,DOUBLE_STEP
dbrickslab,DOUBLE_STEP
doublebslab,DOUBLE_STEP
dbslab,DOUBLE_STEP
brickdoublehalfblock,DOUBLE_STEP
brickdhalfblock,DOUBLE_STEP
bdoublehalfblock,DOUBLE_STEP
bdhalfblock,DOUBLE_STEP
doublebrickhalfblock,DOUBLE_STEP
dbrickhalfblock,DOUBLE_STEP
doublebhalfblock,DOUBLE_STEP
dbhalfblock,DOUBLE_STEP
stonebrickdoublestep,DOUBLE_STEP
stonebrickdstep,DOUBLE_STEP
stonebdoublestep,DOUBLE_STEP
stonebdstep,DOUBLE_STEP
sbrickdoublestep,DOUBLE_STEP
sbrickdstep,DOUBLE_STEP
sbdoublestep,DOUBLE_STEP
sbdstep,DOUBLE_STEP
stonebrickdoubleslab,DOUBLE_STEP
stonebrickdslab,DOUBLE_STEP
stonebdoubleslab,DOUBLE_STEP
stonebdslab,DOUBLE_STEP
sbrickdoubleslab,DOUBLE_STEP
sbrickdslab,DOUBLE_STEP
sbdoubleslab,DOUBLE_STEP
sbdslab,DOUBLE_STEP
doublestonebrickstep,DOUBLE_STEP
dstonebrickstep,DOUBLE_STEP
doublestonebstep,DOUBLE_STEP
dstonebstep,DOUBLE_STEP
doublesbrickstep,DOUBLE_STEP
dsbrickstep,DOUBLE_STEP
doublesbstep,DOUBLE_STEP
dsbstep,DOUBLE_STEP
doublestonebrickslab,DOUBLE_STEP
dstonebrickslab,DOUBLE_STEP
doublestonebslab,DOUBLE_STEP
dstonebslab,DOUBLE_STEP
doublesbrickslab,DOUBLE_STEP
dsbrickdslab,DOUBLE_STEP
doublesbslab,DOUBLE_STEP
dsbslab,DOUBLE_STEP
stonebrickdoublehalfblock,DOUBLE_STEP
stonebrickdhalfblock,DOUBLE_STEP
stonebdoublehalfblock,DOUBLE_STEP
stonebdhalfblock,DOUBLE_STEP
sbrickdoublehalfblock,DOUBLE_STEP
sbrickdhalfblock,DOUBLE_STEP
sbdoublehalfblock,DOUBLE_STEP
sbdhalfblock,DOUBLE_STEP
doublestonebrickhalfblock,DOUBLE_STEP
dstonebrickhalfblock,DOUBLE_STEP
doublestonebhalfblock,DOUBLE_STEP
dstonebhalfblock,DOUBLE_STEP
doublesbrickhalfblock,DOUBLE_STEP
dsbrickhalfblock,DOUBLE_STEP
doublesbhalfblock,DOUBLE_STEP
dsbhalfblock,DOUBLE_STEP
netherbrickdoubleslab,DOUBLE_STEP
hellbrickdoubleslab,DOUBLE_STEP
nbrickdoubleslab,DOUBLE_STEP
hbrickdoubleslab,DOUBLE_STEP
netherdoubleslab,DOUBLE_STEP
helldoubleslab,DOUBLE_STEP
nbdoubleslab,DOUBLE_STEP
hbdoubleslab,DOUBLE_STEP
hdoubleslab,DOUBLE_STEP
ndoubleslab,DOUBLE_STEP
netherbrickdoublestep,DOUBLE_STEP
hellbrickdoublestep,DOUBLE_STEP
nbrickdoublestep,DOUBLE_STEP
hbrickdoublestep,DOUBLE_STEP
netherdoublestep,DOUBLE_STEP
helldoublestep,DOUBLE_STEP
nbdoublestep,DOUBLE_STEP
hbdoublestep,DOUBLE_STEP
ndoublestep,DOUBLE_STEP
hdoublestep,DOUBLE_STEP
netherbrickdoublehalfblock,DOUBLE_STEP
hellbrickdoublehalfblock,DOUBLE_STEP
nbrickdoublehalfblock,DOUBLE_STEP
hbrickdoublehalfblock,DOUBLE_STEP
netherdoublehalfblock,DOUBLE_STEP
helldoublehalfblock,DOUBLE_STEP
nbdoublehalfblock,DOUBLE_STEP
hbdoublehalfblock,DOUBLE_STEP
ndoublehalfblock,DOUBLE_STEP
hdoublehalfblock,DOUBLE_STEP
netherbrickdslab,DOUBLE_STEP
hellbrickdslab,DOUBLE_STEP
nbrickdslab,DOUBLE_STEP
hbrickdslab,DOUBLE_STEP
netherdslab,DOUBLE_STEP
helldslab,DOUBLE_STEP
nbdslab,DOUBLE_STEP
hbdslab,DOUBLE_STEP
hdslab,DOUBLE_STEP
ndslab,DOUBLE_STEP
netherbrickdstep,DOUBLE_STEP
hellbrickdstep,DOUBLE_STEP
nbrickdstep,DOUBLE_STEP
hbrickdstep,DOUBLE_STEP
netherdstep,DOUBLE_STEP
helldstep,DOUBLE_STEP
nbdstep,DOUBLE_STEP
hbdstep,DOUBLE_STEP
ndstep,DOUBLE_STEP
hdstep,DOUBLE_STEP
netherbrickdhalfblock,DOUBLE_STEP
hellbrickdhalfblock,DOUBLE_STEP
nbrickdhalfblock,DOUBLE_STEP
hbrickdhalfblock,DOUBLE_STEP
netherdhalfblock,DOUBLE_STEP
helldhalfblock,DOUBLE_STEP
nbdhalfblock,DOUBLE_STEP
hbdhalfblock,DOUBLE_STEP
ndhalfblock,DOUBLE_STEP
hdhalfblock,DOUBLE_STEP
doublenetherbrickslab,DOUBLE_STEP
doublehellbrickslab,DOUBLE_STEP
doublenbrickslab,DOUBLE_STEP
doublehbrickslab,DOUBLE_STEP
doublenetherslab,DOUBLE_STEP
doublehellslab,DOUBLE_STEP
doublenbslab,DOUBLE_STEP
doublehbslab,DOUBLE_STEP
doublehslab,DOUBLE_STEP
doublenslab,DOUBLE_STEP
doublenetherbrickstep,DOUBLE_STEP
doublehellbrickstep,DOUBLE_STEP
doublenbrickstep,DOUBLE_STEP
doublehbrickstep,DOUBLE_STEP
doublenetherstep,DOUBLE_STEP
doublehellstep,DOUBLE_STEP
doublenbstep,DOUBLE_STEP
doublehbstep,DOUBLE_STEP
doublenstep,DOUBLE_STEP
doublehstep,DOUBLE_STEP
doublenetherbrickhalfblock,DOUBLE_STEP
doublehellbrickhalfblock,DOUBLE_STEP
doublenbrickhalfblock,DOUBLE_STEP
doublehbrickhalfblock,DOUBLE_STEP
doublenetherhalfblock,DOUBLE_STEP
doublehellhalfblock,DOUBLE_STEP
doublenbhalfblock,DOUBLE_STEP
doublehbhalfblock,DOUBLE_STEP
doublenhalfblock,DOUBLE_STEP
doublehhalfblock,DOUBLE_STEP
dnetherbrickslab,DOUBLE_STEP
dhellbrickslab,DOUBLE_STEP
dnbrickslab,DOUBLE_STEP
dhbrickslab,DOUBLE_STEP
dnetherslab,DOUBLE_STEP
dhellslab,DOUBLE_STEP
dnbslab,DOUBLE_STEP
dhbslab,DOUBLE_STEP
dhslab,DOUBLE_STEP
dnslab,DOUBLE_STEP
dnetherbrickstep,DOUBLE_STEP
dhellbrickstep,DOUBLE_STEP
dnbrickstep,DOUBLE_STEP
dhbrickstep,DOUBLE_STEP
dnetherstep,DOUBLE_STEP
dhellstep,DOUBLE_STEP
dnbstep,DOUBLE_STEP
dhbstep,DOUBLE_STEP
dnstep,DOUBLE_STEP
dhstep,DOUBLE_STEP
dnetherbrickhalfblock,DOUBLE_STEP
dhellbrickhalfblock,DOUBLE_STEP
dnbrickhalfblock,DOUBLE_STEP
dhbrickhalfblock,DOUBLE_STEP
dnetherhalfblock,DOUBLE_STEP
dhellhalfblock,DOUBLE_STEP
dnbhalfblock,DOUBLE_STEP
dhbhalfblock,DOUBLE_STEP
dnhalfblock,DOUBLE_STEP
dhhalfblock,DOUBLE_STEP
netherquartzdoublestep,DOUBLE_STEP
hellquartzdoublestep,DOUBLE_STEP
deathquartzdoublestep,DOUBLE_STEP
nquartzdoublestep,DOUBLE_STEP
hquartzdoublestep,DOUBLE_STEP
dquartzdoublestep,DOUBLE_STEP
quartzdoublestep,DOUBLE_STEP
nqdoublestep,DOUBLE_STEP
hqdoublestep,DOUBLE_STEP
dqdoublestep,DOUBLE_STEP
qdoublestep,DOUBLE_STEP
netherquartzdoubleslab,DOUBLE_STEP
hellquartzdoubleslab,DOUBLE_STEP
deathquartzdoubleslab,DOUBLE_STEP
nquartzdoubleslab,DOUBLE_STEP
hquartzdoubleslab,DOUBLE_STEP
dquartzdoubleslab,DOUBLE_STEP
quartzdoubleslab,DOUBLE_STEP
nqdoubleslab,DOUBLE_STEP
hqdoubleslab,DOUBLE_STEP
dqdoubleslab,DOUBLE_STEP
qdoubleslab,DOUBLE_STEP
netherquartzdoublehalfblock,DOUBLE_STEP
hellquartzdoublehalfblock,DOUBLE_STEP
deathquartzdoublehalfblock,DOUBLE_STEP
nquartzdoublehalfblock,DOUBLE_STEP
hquartzdoublehalfblock,DOUBLE_STEP
dquartzdoublehalfblock,DOUBLE_STEP
quartzdoublehalfblock,DOUBLE_STEP
nqdoublehalfblock,DOUBLE_STEP
hqdoublehalfblock,DOUBLE_STEP
dqdoublehalfblock,DOUBLE_STEP
qdoublehalfblock,DOUBLE_STEP
netherquartzdslab,DOUBLE_STEP
hellquartzdslab,DOUBLE_STEP
deathquartzdslab,DOUBLE_STEP
nquartzdslab,DOUBLE_STEP
hquartzdslab,DOUBLE_STEP
dquartzdslab,DOUBLE_STEP
quartzdslab,DOUBLE_STEP
nqdslab,DOUBLE_STEP
hqdslab,DOUBLE_STEP
dqdslab,DOUBLE_STEP
qdslab,DOUBLE_STEP
netherquartzdstep,DOUBLE_STEP
hellquartzdstep,DOUBLE_STEP
deathquartzdstep,DOUBLE_STEP
nquartzdstep,DOUBLE_STEP
hquartzdstep,DOUBLE_STEP
dquartzdstep,DOUBLE_STEP
quartzdstep,DOUBLE_STEP
nqdstep,DOUBLE_STEP
hqdstep,DOUBLE_STEP
dqdstep,DOUBLE_STEP
qdstep,DOUBLE_STEP
netherquartzdhalfblock,DOUBLE_STEP
hellquartzdhalfblock,DOUBLE_STEP
deathquartzdhalfblock,DOUBLE_STEP
nquartzdhalfblock,DOUBLE_STEP
hquartzdhalfblock,DOUBLE_STEP
dquartzdhalfblock,DOUBLE_STEP
quartzdhalfblock,DOUBLE_STEP
nqdhalfblock,DOUBLE_STEP
hqdhalfblock,DOUBLE_STEP
dqdhalfblock,DOUBLE_STEP
qdhalfblock,DOUBLE_STEP
doublenetherquartzslab,DOUBLE_STEP
doublehellquartzslab,DOUBLE_STEP
doubledeathquartzslab,DOUBLE_STEP
doublenquartzslab,DOUBLE_STEP
doublehquartzslab,DOUBLE_STEP
doubledquartzslab,DOUBLE_STEP
doublequartzslab,DOUBLE_STEP
doublenqslab,DOUBLE_STEP
doublehqslab,DOUBLE_STEP
doubledqslab,DOUBLE_STEP
doubleqslab,DOUBLE_STEP
doublenetherquartzstep,DOUBLE_STEP
doublehellquartzstep,DOUBLE_STEP
doubledeathquartzstep,DOUBLE_STEP
doublenquartzstep,DOUBLE_STEP
doublehquartzstep,DOUBLE_STEP
doubledquartzstep,DOUBLE_STEP
doublequartzstep,DOUBLE_STEP
doublenqstep,DOUBLE_STEP
doublehqstep,DOUBLE_STEP
doubledqstep,DOUBLE_STEP
doubleqstep,DOUBLE_STEP
doublenetherquartzhalfblock,DOUBLE_STEP
doublehellquartzhalfblock,DOUBLE_STEP
doubledeathquartzhalfblock,DOUBLE_STEP
doublenquartzhalfblock,DOUBLE_STEP
doublehquartzhalfblock,DOUBLE_STEP
doubledquartzhalfblock,DOUBLE_STEP
doublequartzhalfblock,DOUBLE_STEP
doublenqhalfblock,DOUBLE_STEP
doublehqhalfblock,DOUBLE_STEP
doubledqhalfblock,DOUBLE_STEP
doubleqhalfblock,DOUBLE_STEP
dnetherquartzslab,DOUBLE_STEP
dhellquartzslab,DOUBLE_STEP
ddeathquartzslab,DOUBLE_STEP
dnquartzslab,DOUBLE_STEP
dhquartzslab,DOUBLE_STEP
ddquartzslab,DOUBLE_STEP
dnqslab,DOUBLE_STEP
dhqslab,DOUBLE_STEP
ddqslab,DOUBLE_STEP
dnetherquartzstep,DOUBLE_STEP
dhellquartzstep,DOUBLE_STEP
ddeathquartzstep,DOUBLE_STEP
dnquartzstep,DOUBLE_STEP
dhquartzstep,DOUBLE_STEP
ddquartzstep,DOUBLE_STEP
dnqstep,DOUBLE_STEP
dhqstep,DOUBLE_STEP
ddqstep,DOUBLE_STEP
dnetherquartzhalfblock,DOUBLE_STEP
dhellquartzhalfblock,DOUBLE_STEP
ddeathquartzhalfblock,DOUBLE_STEP
dnquartzhalfblock,DOUBLE_STEP
dhquartzhalfblock,DOUBLE_STEP
ddquartzhalfblock,DOUBLE_STEP
dnqhalfblock,DOUBLE_STEP
dhqhalfblock,DOUBLE_STEP
ddqhalfblock,DOUBLE_STEP
smoothstonedoubleslab,DOUBLE_STEP
smoothstonedoublestep,DOUBLE_STEP
smoothstonedoublehalfblock,DOUBLE_STEP
smoothstonedslab,DOUBLE_STEP
smoothstonedstep,DOUBLE_STEP
smoothstonedhalfblock,DOUBLE_STEP
doublesmoothstoneslab,DOUBLE_STEP
doublesmoothstonestep,DOUBLE_STEP
doublesmoothstonehalfblock,DOUBLE_STEP
dsmoothstoneslab,DOUBLE_STEP
dsmoothstonestep,DOUBLE_STEP
dsmoothstonehalfblock,DOUBLE_STEP
smoothsandstonedoubleslab,DOUBLE_STEP
ssandstonedoubleslab,DOUBLE_STEP
ssstonedoubleslab,DOUBLE_STEP
sssdoubleslab,DOUBLE_STEP
smoothsandstonedoublestep,DOUBLE_STEP
ssandstonedoublestep,DOUBLE_STEP
ssstonedoublestep,DOUBLE_STEP
sssdoublestep,DOUBLE_STEP
smoothsandstonedoublehalfblock,DOUBLE_STEP
ssandstonedoublehalfblock,DOUBLE_STEP
ssstonedoublehalfblock,DOUBLE_STEP
sssdoublehalfblock,DOUBLE_STEP
smoothsandstonedslab,DOUBLE_STEP
ssandstonedslab,DOUBLE_STEP
ssstonedslab,DOUBLE_STEP
sssdslab,DOUBLE_STEP
smoothsandstonedstep,DOUBLE_STEP
ssandstonedstep,DOUBLE_STEP
ssstonedstep,DOUBLE_STEP
sssdstep,DOUBLE_STEP
smoothsandstonedhalfblock,DOUBLE_STEP
ssandstonedhalfblock,DOUBLE_STEP
ssstonedhalfblock,DOUBLE_STEP
sssdhalfblock,DOUBLE_STEP
doublesmoothsandstoneslab,DOUBLE_STEP
doublessandstoneslab,DOUBLE_STEP
doublessstoneslab,DOUBLE_STEP
doublesssslab,DOUBLE_STEP
doublesmoothsandstonestep,DOUBLE_STEP
doublessandstonestep,DOUBLE_STEP
doublessstonestep,DOUBLE_STEP
doublesssstep,DOUBLE_STEP
doublesmoothsandstonehalfblock,DOUBLE_STEP
doublessandstonehalfblock,DOUBLE_STEP
doublessstonehalfblock,DOUBLE_STEP
doublessshalfblock,DOUBLE_STEP
dsmoothsandstoneslab,DOUBLE_STEP
dssandstoneslab,DOUBLE_STEP
dssstoneslab,DOUBLE_STEP
dsssslab,DOUBLE_STEP
dsmoothsandstonestep,DOUBLE_STEP
dssandstonestep,DOUBLE_STEP
dssstonestep,DOUBLE_STEP
dsssstep,DOUBLE_STEP
dsmoothsandstonehalfblock,DOUBLE_STEP
dssandstonehalfblock,DOUBLE_STEP
dssstonehalfblock,DOUBLE_STEP
dssshalfblock,DOUBLE_STEP
smoothstonestep,STEP
stonestep,STEP
sstep,STEP
step,STEP
smoothstoneslab,STEP
stoneslab,STEP
sslab,STEP
slab,STEP
smoothstonehalfblock,STEP
stonehalfblock,STEP
shalfblock,STEP
halfblock,STEP
sandstonestep,STEP
sstonestep,STEP
ssstep,STEP
sandstoneslab,STEP
sstoneslab,STEP
ssslab,STEP
sandstonehalfblock,STEP
sstonehalfblock,STEP
sshalfblock,STEP
woodenstonestep,STEP
woodstonestep,STEP
wstonestep,STEP
woodenstoneslab,STEP
woodstoneslab,STEP
wstoneslab,STEP
woodenstonehalfblock,STEP
woodstonehalfblock,STEP
wstonehalfblock,STEP
cobblestonestep,STEP
cobblestep,STEP
cstonestep,STEP
csstep,STEP
cobblestoneslab,STEP
cobbleslab,STEP
cstoneslab,STEP
csslab,STEP
cobblestonehalfblock,STEP
cobblehalfblock,STEP
cstonehalfblock,STEP
cshalfblock,STEP
brickstep,STEP
bstep,STEP
brickslab,STEP
bslab,STEP
brickhalfblock,STEP
bhalfblock,STEP
stonebrickstep,STEP
stonebstep,STEP
sbrickstep,STEP
sbstep,STEP
stonebrickslab,STEP
stonebslab,STEP
sbrickslab,STEP
sbslab,STEP
stonebrickhalfblock,STEP
stonebhalfblock,STEP
sbrickhalfblock,STEP
sbhalfblock,STEP
netherbrickslab,STEP
hellbrickslab,STEP
nbrickslab,STEP
hbrickslab,STEP
netherslab,STEP
hellslab,STEP
nbslab,STEP
hbslab,STEP
hslab,STEP
nslab,STEP
netherbrickstep,STEP
hellbrickstep,STEP
nbrickstep,STEP
hbrickstep,STEP
netherstep,STEP
hellstep,STEP
nbstep,STEP
hbstep,STEP
nstep,STEP
hstep,STEP
netherbrickhalfblock,STEP
hellbrickhalfblock,STEP
nbrickhalfblock,STEP
hbrickhalfblock,STEP
netherhalfblock,STEP
hellhalfblock,STEP
nbhalfblock,STEP
hbhalfblock,STEP
nhalfblock,STEP
hhalfblock,STEP
netherquartzstep,STEP
hellquartzstep,STEP
deathquartzstep,STEP
nquartzstep,STEP
hquartzstep,STEP
dquartzstep,STEP
quartzstep,STEP
nqstep,STEP
hqstep,STEP
dqstep,STEP
qstep,STEP
netherquartzslab,STEP
hellquartzslab,STEP
deathquartzslab,STEP
nquartzslab,STEP
hquartzslab,STEP
dquartzslab,STEP
quartzslab,STEP
nqslab,STEP
hqslab,STEP
dqslab,STEP
qslab,STEP
netherquartzhalfblock,STEP
hellquartzhalfblock,STEP
deathquartzhalfblock,STEP
nquartzhalfblock,STEP
hquartzhalfblock,STEP
dquartzhalfblock,STEP
quartzhalfblock,STEP
nqhalfblock,STEP
hqhalfblock,STEP
dqhalfblock,STEP
qhalfblock,STEP
brickblock,BRICK
blockbrick,BRICK
bblock,BRICK
blockb,BRICK
tnt,TNT
tntblock,TNT
blocktnt,TNT
bombblock,TNT
blockbomb,TNT
dynamiteblock,TNT
blockdynamite,TNT
bomb,TNT
dynamite,TNT
bookcase,BOOKSHELF
casebook,BOOKSHELF
bookshelf,BOOKSHELF
shelfbook,BOOKSHELF
bookblock,BOOKSHELF
blockbook,BOOKSHELF
mossycobblestone,MOSSY_COBBLESTONE
mosscobblestone,MOSSY_COBBLESTONE
mcobblestone,MOSSY_COBBLESTONE
mossycobble,MOSSY_COBBLESTONE
mosscobble,MOSSY_COBBLESTONE
mcobble,MOSSY_COBBLESTONE
mossstone,MOSSY_COBBLESTONE
mossystone,MOSSY_COBBLESTONE
mstone,MOSSY_COBBLESTONE
obsidian,OBSIDIAN
obsi,OBSIDIAN
obby,OBSIDIAN
torch,TORCH
burningstick,TORCH
burnstick,TORCH
fire,FIRE
flame,FIRE
flames,FIRE
mobspawner,MOB_SPAWNER
mobcage,MOB_SPAWNER
monsterspawner,MOB_SPAWNER
monstercage,MOB_SPAWNER
mspawner,MOB_SPAWNER
mcage,MOB_SPAWNER
spawner,MOB_SPAWNER
cage,MOB_SPAWNER
woodenstairs,WOOD_STAIRS
woodstairs,WOOD_STAIRS
wstairs,WOOD_STAIRS
woodenstair,WOOD_STAIRS
woodstair,WOOD_STAIRS
wstair,WOOD_STAIRS
chest,CHEST
container,CHEST
diamondore,DIAMOND_ORE
crystalore,DIAMOND_ORE
orediamond,DIAMOND_ORE
orecrystal,DIAMOND_ORE
dore,DIAMOND_ORE
ored,DIAMOND_ORE
diamondblock,DIAMOND_BLOCK
blockdiamond,DIAMOND_BLOCK
crystalblock,DIAMOND_BLOCK
blockcrystal,DIAMOND_BLOCK
dblock,DIAMOND_BLOCK
blockd,DIAMOND_BLOCK
workbench,WORKBENCH
craftingbench,WORKBENCH
crafterbench,WORKBENCH
craftbench,WORKBENCH
worktable,WORKBENCH
craftingtable,WORKBENCH
craftertable,WORKBENCH
crafttable,WORKBENCH
wbench,WORKBENCH
cbench,WORKBENCH
soil,SOIL
furnace,FURNACE
litfurnace,BURNING_FURNACE
lfurnace,BURNING_FURNACE
burningfurnace,BURNING_FURNACE
burnfurnace,BURNING_FURNACE
bfurnace,BURNING_FURNACE
ladder,LADDER
minecarttrack,RAILS
minecartrails,RAILS
minecartrail,RAILS
mcarttrack,RAILS
mcartrails,RAILS
mcartrail,RAILS
mctrack,RAILS
mcrails,RAILS
mcrail,RAILS
track,RAILS
rails,RAILS
rail,RAILS
cobblestonestairs,COBBLESTONE_STAIRS
cstonestairs,COBBLESTONE_STAIRS
stonestairs,COBBLESTONE_STAIRS
cobblestairs,COBBLESTONE_STAIRS
csstairs,COBBLESTONE_STAIRS
sstairs,COBBLESTONE_STAIRS
cstairs,COBBLESTONE_STAIRS
cobblestonestair,COBBLESTONE_STAIRS
cstonestair,COBBLESTONE_STAIRS
stonestair,COBBLESTONE_STAIRS
cobblestair,COBBLESTONE_STAIRS
csstair,COBBLESTONE_STAIRS
sstair,COBBLESTONE_STAIRS
cstair,COBBLESTONE_STAIRS
lever,LEVER
stonepressureplate,STONE_PLATE
stonepressplate,STONE_PLATE
stonepplate,STONE_PLATE
stoneplate,STONE_PLATE
spressureplate,STONE_PLATE
spressplate,STONE_PLATE
spplate,STONE_PLATE
splate,STONE_PLATE
smoothstonepressureplate,STONE_PLATE
smoothstonepressplate,STONE_PLATE
smoothstonepplate,STONE_PLATE
smoothstoneplate,STONE_PLATE
sstonepressureplate,STONE_PLATE
sstonepressplate,STONE_PLATE
sstonepplate,STONE_PLATE
sstoneplate,STONE_PLATE
woodenpressureplate,WOOD_PLATE
woodenpressplate,WOOD_PLATE
woodenpplate,WOOD_PLATE
woodenplate,WOOD_PLATE
woodpressureplate,WOOD_PLATE
woodpressplate,WOOD_PLATE
woodpplate,WOOD_PLATE
woodplate,WOOD_PLATE
wpressureplate,WOOD_PLATE
wpressplate,WOOD_PLATE
wpplate,WOOD_PLATE
wplate,WOOD_PLATE
redstoneore,REDSTONE_ORE
redsore,REDSTONE_ORE
redore,REDSTONE_ORE
rstoneore,REDSTONE_ORE
rsore,REDSTONE_ORE
rore,REDSTONE_ORE
oreredstone,REDSTONE_ORE
orereds,REDSTONE_ORE
orered,REDSTONE_ORE
orerstone,REDSTONE_ORE
orers,REDSTONE_ORE
orer,REDSTONE_ORE
redstonetorch,REDSTONE_TORCH_ON
rstonetorch,REDSTONE_TORCH_ON
redstorch,REDSTONE_TORCH_ON
redtorch,REDSTONE_TORCH_ON
rstorch,REDSTONE_TORCH_ON
stonebutton,STONE_BUTTON
smoothstonebutton,STONE_BUTTON
sstonebutton,STONE_BUTTON
sbutton,STONE_BUTTON
button,STONE_BUTTON
snowcover,SNOW
snowcovering,SNOW
scover,SNOW
ice,ICE
frozenwater,ICE
waterfrozen,ICE
freezewater,ICE
waterfreeze,ICE
snowblock,SNOW_BLOCK
blocksnow,SNOW_BLOCK
sblock,SNOW_BLOCK
blocks,SNOW_BLOCK
cactus,CACTUS
cactuses,CACTUS
cacti,CACTUS
clayblock,CLAY
blockclay,CLAY
cblock,CLAY
blockc,CLAY
jukebox,JUKEBOX
jbox,JUKEBOX
woodenfence,FENCE
fence,FENCE
woodfence,FENCE
wfence,FENCE
fencewooden,FENCE
fencewood,FENCE
fencew,FENCE
pumpkin,PUMPKIN
netherrack,NETHERRACK
netherrock,NETHERRACK
netherstone,NETHERRACK
hellrack,NETHERRACK
hellrock,NETHERRACK
hellstone,NETHERRACK
deathrack,NETHERRACK
deathrock,NETHERRACK
deathstone,NETHERRACK
nrack,NETHERRACK
nrock,NETHERRACK
nstone,NETHERRACK
hrack,NETHERRACK
hrock,NETHERRACK
hstone,NETHERRACK
drack,NETHERRACK
drock,NETHERRACK
dstone,NETHERRACK
soulsand,SOUL_SAND
slowsand,SOUL_SAND
slowmud,SOUL_SAND
ssand,SOUL_SAND
smud,SOUL_SAND
mud,SOUL_SAND
glowstone,GLOWSTONE
glowingstoneblock,GLOWSTONE
lightstoneblock,GLOWSTONE
glowstoneblock,GLOWSTONE
blockglowingstone,GLOWSTONE
blocklightstone,GLOWSTONE
blockglowstone,GLOWSTONE
glowingstone,GLOWSTONE
lightstone,GLOWSTONE
glowingblock,GLOWSTONE
lightblock,GLOWSTONE
glowblock,GLOWSTONE
lstone,GLOWSTONE
gstone,GLOWSTONE
portal,PORTAL
jackolantern,JACK_O_LANTERN
pumpkinlantern,JACK_O_LANTERN
glowingpumpkin,JACK_O_LANTERN
lightpumpkin,JACK_O_LANTERN
jpumpkin,JACK_O_LANTERN
plantren,JACK_O_LANTERN
glowpumpkin,JACK_O_LANTERN
gpumpkin,JACK_O_LANTERN
lpumpkin,JACK_O_LANTERN
lockedchest,STAINED_GLASS
lockchest,STAINED_GLASS
jokechest,STAINED_GLASS
whiteglass,STAINED_GLASS
whitesglass,STAINED_GLASS
whitestainedglass,STAINED_GLASS
wglass,STAINED_GLASS
wsglass,STAINED_GLASS
wstainedglass,STAINED_GLASS
sglass,STAINED_GLASS
